MPA,Islas_estudio,RP,SB,S,C,Estudio,Type,Grupo de estudio,Number,Topic,year,Titulo,Autor,Resumen,Indicadores 
Revillagigedo,Todas,RP,SB,S,C,Directo,Tesis de maestría,Peces_c,1,Turismo,2008,Can Recreational Diver Surveys Lead to Conservation Action? A Case Study of the Revillagigego Archipelgo,"Baske, A","En el presente se pretende examinar detenidamente una de estas zonas, las islas Revillagigedo, y determinar si la abundancia de referencia de los elasmobranquios alrededor de las islas ha cambiado utilizando una combinación de datos históricos y de encuestas. Al igual que en la Isla del Coco y las Galápagos, los buceadores que visitan los Revillagigedos pagan miles de dólares para interactuar con los tiburones y las mantas. Un extracto de la página web de uno de los operadores de buceo ejemplifica la importancia de las poblaciones de tiburones y mantas en torno a los Revillagigedos.",Datos históricos y de encuestas
Revillagigedo,Clarión,NA,NA,NA,C,Directo,Nota,Peces_o,1,Distribución,2008,"Petromyzontidae, Entosphenus tridentatus: southern distribution record, isla clarión, revillagigedo archipelago, Mexico.",C. Renaud,"El propósito de esta nota es documentar el registro más austral de la lamprea del Pacífico, Entosphenus tridentatus, frente a las costas de México.",Registro
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Peces_o,1,Biología/Reproducción,2008,"A probable spawning aggregation of the leather bass Dermatolepis dermatolepis (Boulenger) in the Revillagigedo Archipelago, México","O. Aburto-Oropeza y Hull, P. M.","Se dan observaciones detalladas de la historia de vida de Dermatolepis dermatolepis, incluida la ubicación, tamaño y momento de una probable agregación de desove. Estas observaciones enfatizan la generalidad rareza de la especie y la importancia de las reservas de veda en la gestión de la pesca en islas de alta mar.","Reproducción, agregación, historia de vida"
Revillagigedo,Socorro ,NA,NA,S,NA,Directo,Tesis de licenciatura ,Mamíferos marinos,1,Abundancia,2008,"Un modelo de abundancia absoluta de la Ballena Jorobada, Megaptera novaeangliae, en aguas adyacentes a las islas del archipiélago de Revillagigedo, México.",S. Martínez-Aguilar,"Las aguas adyacentes a las Islas Revillagigedo conforman una zona de reproducción de ballena jorobada, que varios estudios indican como una subpoblación distintiva de estos animales en el Pacífico Norte. En este trabajo reportamos los resultados sobre la reproducción, distribución y abundancia de esta agregación invernal, obtenidos en los alrededores de la Isla Socorro y con los cuales buscamos definir el estado de su conservación y evaluar su importancia para la población del Pacífico Norte. Entre enero y abril de 1986 a 2006, se navegó un total de ca. 14,300 millas náuticas durante ca. 6640 horas en las que se hicieron 3382 avistamientos de ballenas jorobadas. Junto con el esfuerzo realizado en los alrededores de la Isla Clarión, se lograron 3434 identificaciones fotográficas anuales de 1678 individuos sin considerar las identificaciones repetidas intranuales. Con resultados obtenidos entre 2003 y 2006 se sugiere que las hembras con cría muestran una tendencia clara a distribuirse al sotavento de la isla mientras que otras agrupaciones de las ballenas sin crías presentan una distribución ligeramente mayor en la parte noroeste de la isla. Mediante simulaciones del esfuerzo de marcaje individual en poblaciones modeladas, se estimó una población actual de 3500-3800 individuos que ha crecido exponencialmente con tasa anual de 10-12% y que presenta heterogeneidad en la marcabilidad de los individuos, probablemente como resultado de filopatria diferencial entre las islas del archipiélago y tal vez entre las Revillagigedo y otros posibles destinos migratorios no conocidos. Estos parámetros aparentes reflejan un crecimiento poblacional superior al de las ballenas en la costa del Pacífico Mexicano y sugieren que las ballenas jorobadas de las Islas Revillagigedo, además de ser una entidad demográfica distintiva, se han recuperado con una tasa mayor probablemente como resultado de una  menorafectación antropogénica de sus hábitats de alimentación y reproducción. Esta recuperación empieza a dejar la fase de crecimiento exponencial y muestra algunos signos de densodependencia.",Abundancia absoluta
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Tesis de maestría,Artrópodos,1,Parasitismo ,2007,"Ácaros plumícolas de las aves endémicas terrestres de Isla Socorro, Archipiélago de Revillagigedo, Colima, México",G. Montiel-Parra,"Se estudiaron los ácaros plumícolas de las aves terrestres endémicas de Isla Socorro, Archipiélago de Revillagigedo, y se obtuvieron 2,887 ejemplares que comprenden 29 especies, 18 géneros, 10 familias y 2 subfamilias de ácaros plumícolas, en tan sólo seis especies de aves de las 10 endémicas: Aratinga brevipes (Psittaciformes: Psittacidae), Columbina passerina socorroensis (Columbiformes: Columbidae), Mimodes graysoni (Passeriformes: Mimidae), Parula pitiayumi graysoni, Pipilo socorroensis (Passeriformes: Parulidae) y Thryomanes sissonii (Passeriformes: Troglodytidae). El 85% de las especies de ácaros son habitantes de la superficie de las plumas de las aves y el 15% viven en el cañon de las plumas remeras primarias y secundarias. Aratinga brevipes fue el huésped que presentó la mayor diversidad, con 10 especies. Los ácaros plumícolas más abundantes fueron Mesalgoides polyplectrus (Psoroptoididae) y Aralichus nobilis (Pterolichidae), que representan el 48 % de la abundancia total, de ambas especies se halló toda su serie ontogenética. Se encontraron 11 especies nuevas para la ciencia: 4 spp. Para Mimodes graysoni; 3 spp. para Aratinga brevipes, 1 sp. para cada una de las aves Columbina passerina socorroensis, Thryomannes sissonii, Pipilo socorroensis y Parula pitiayumi graysoni. Se analizó la diversidad de ácaros plumícolas presentes en las cuatro subespecies de Aratinga holochlora que se distribuyen en el continente, la cual estuvo conformada por 23 especies en A. h. holochlora, 20 en A. h. rubritorquis, 15 en   y 11 en A. h. brewsteri. Al comparar con la diversidad presente en el perico de Socorro, se encontró que las subespecies con una amplia distribución presentaron una mayor diversidad de ácaros plumícolas. Al contrario de las especies de pericos con distribuciones restringidas como A. brevipes y A. h. brewsteri, en las cuales hay una reducción de diversidad de ácaros, 10 y 11 especies, respectivamente.
",diversidad de ácaros plumícolas
Revillagigedo,"Clarión, Socorro y San Benedicto",NA,SB,S,C,Directo,Artículo,Algas,1,Distribución,2007,"Distribución espacial de macroalgas marinas en las islas Revillagigedo, México","Serviere-Zaragoza, E., Riosmena-Rodríguez, R., León-Tejera, H., y González-González, J.",Se presenta un balance del conocimiento de las algas marinas de las islas Revillagigedo con base en una revisión literaria y recolectas por los autores.,"Riqueza de especies, listado taxonomíco"
Revillagigedo,Clarión,NA,NA,NA,C,Comparación,Artículo,Mamíferos marinos,1,Distribución,2007,Movement of a humpback whale (Megaptera novaeangliae) between the Revillagigedo and Hawaiian Archipielagos within a winter breeding season ,"Forestell, P. H. y Urbán, J. R. ","En 1986 una ballena jorobada fue fotografiada en la costa de Isla Clarión, del Archipiélago de Revillagigedo, México, y 51 días después se fotografió cerca de isla Kauai, del Archipiélago de Hawaii. Esta observación refuerza la conclusión de otros estudios de que las ballenas que se congregan en el Archipiélago de Revillagigedo constituyen a subpoblación diferente a las de la costa continental de México.","Fotoidentificación, monitoreo de poblaciones"
Revillagigedo,Todas,RP,SB,S,C,Directo,Tesis,Invertebrados,1,Caracterización ecológica,2007,"Caracterización ecológica de la comunidad de macroinvertebrados marinos submareales rocosos del Archipiélago de Revillagigedo, México.","Bedolla, Y. R.","Caracterización cualitativa y cuantitativa de la comunidad de invertebrados submareales rocosos en términos de riqueza, densidad, afinidad biogeográfica y estructura trófica.","Riqueza, densidad, afinidad biogeográfica y grupos funcionales"
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Peces,1,Sistemática/Biogeografía,2007,Peces del archipiélago de las Islas Revillagigedo: Una actualización sistemática y biogeográfica,"Del-Moral, F., Gracian-Negrete, M. y Guzmán-Camacho, F.","Se presenta un listado sistemático de la ictiofauna registrada en el archipiélago de las Revillagigedo, el cual se encuentra compuesto por 366 especies, 241 géneros, 101 familias, 28 órdenes y tres clases. Las familias con mayor riqueza específica fueron: Carangidae (20 spp.), Serranidae (19) y Muraenidae (18). En isla Socorro se registraron 220 especies, en Clarión 179, San Benedicto 128 y en Roca Partida 62. Esta diversidad al igual que el número de especies endémicas, está relacionada de manera potencial con el área de los cuerpos insulares. Existe una mayor similitud ictiofaunística entre las islas Clarión y Socorro; mientras que el menor parentesco se presenta entre San Benedicto y Roca Partida. La ictiogeografía de las islas presentó mayor afinidad con la provincia Panámica (42.3%) y la de Cortés (41.5%). Un número elevado de especies son de amplia distribución (circunglobales: 21%; anfipacíficas 22.4%); así como, 26 especies endémicas (7.1%).Palabras clave: Ictiofauna, Biogeografía, México, Pacífico oriental tropical.","Análisis de regresión simple, análisis de agrupamiento"
Revillagigedo,Todas,RP,SB,S,C,Directo,Artículo,Manejo ANP,1,Baseline,2006,"An Ecological And Economic Baseline For The Revillagigedo Archipelago Biosphere Reserve, Mexico.","Hull, P., Aburto, O., Bedolla, Y., Nash, F., Cramer, K., y Murray, S","Describe las características ecológicas y económicas del Archipiélago de Revillagigedo. El estudio utiliza una combinación de estudios de campo, análisis económicos y modelos para evaluar la biodiversidad, la productividad y el valor económico de los ecosistemas del archipiélago. Además evalúa el estado actual de conservación y gestión en el archipiélago y propone una serie de medidas de conservación y gestión para proteger sus ecosistemas y mejorar la sostenibilidad de sus actividades económicas.",Valor economico
Revillagigedo,Socorro ,NA,NA,S,NA,Directo,Artículo,Peces_o,1,Albinismo,2006,New records of albinism in two elasmobranchs : the tiger shark Galeocerdo cuvier and the giant electric ray Narcine entemedor,"J. Sandoval?Castillo, Everardo Mariano-Meléndez, C. Villavicencio–Garayzar","Se encontró un embrión de tiburón tigre Galeocerdo cuvier completamente albino en el útero de una hembra capturada frente a las islas Revillagigedo (Océano Pacífico, México).  El embriónbino era un macho con una longitud total de 62 cm. Una raya gigante (Narcine entemedor), parcialmente albina, fue capturada en la Bahía de Almejas (Baja California Sur, México). El espécimen era una hembra madura de 69 cm de longitud total. Este es el primer caso reportado de albinismo en N. entemedor y el segundo en G. cuvier",Descripción morfológica 
Revillagigedo,Socorro,NA,NA,S,NA,Directo,Artículo,Invertebrados,1,Estructura poblacional,2006,"Population structure and accompanying biota of the snail Turbo (Callopoma) funiculosus (Gastropoda: Turbinidae), on Socorro Island, Revillagigedo Archipielago, Mexico.","Holguin, O. E. y Michel-Morfin, J. E. ","Durante Marzo de 1992 se muestrearon organismos pertenecientes a la especie T. funiculosus en Isla Socorro. Este estudio realizado a partir de cuadrantes revelo un intervalo de tallas entre 3.0 mm y 85 mm, proporcional a su peso entre 3.0 y 228 g. y densidades entre 6.21 y 9.87 ind/m2.","Talla, peso y densidad"
